hex_values,target_values
b'a000128000058210200a03000000c20060008210200a070000008610e000050000008410a00009000000c420c000c221200082007fff80a0600312bffffc0100',sparc
b'fffe4a6efffe6d2c701fb0ae000c6524306efffe203c00007fff222e000ce2a0b0886d10302efffe48c0222e000ce3a820006004302efffe4e5e4e754e56fffc',m68k
b'00c42060001080000882102000050000008410a000c600800305000000c620a0008200600180a0600104bffff987286002921020009410200011000000400000',sparc
b'95b3ed23e74ec0ba8b05000000006683f8dc410f94c06683ff010f94c00fafc74101c00fb6d289d083c8754189f94183c985450fb6c99941f7f921fa4489c00f',x86_64
b'00280100000084103ffdc42100000500000088102002c0276000c820a00005000000c020a000c2006000c627000007000000c020e000c400e000030000000500',sparc
b'070890010000140000001c000000000000009900000000440e1002940e0800c70500000000f6ffffffc70500000000f6ffffffc70500000000f6ffffffc70500',x86_64
b'9001001438a0000038c00000386300008109000481480000614a0001914800003949000891470000814900083d200000914900004cc631824800000180010014',powerpc
b'9809c020009908910000921900809923c020009908910000c020009908c0200099089100009809c020009908c02000a908910000c020009809c020009908c100',xtensa
b'40ac98000981320002240100c880120062a46f0006240000023c000046ac000049ac000048ac01000824000048ac0000063c000040ac4c00c88c4c00c6240000',mipsel
b'94eb0895e0910000f091000080e090e09183808381e090e00895ef92ff920f93cf93df93cdb7deb76e970fb6f894debf0fbecdbfe82ef92e98e1e0e0f0e0ac2f',avr
b'008c660078a4400074240300fb3c020000ac4300143c0500003c040000240300048ca200108c82002414c0fffdac4300001000ffff0000000000000064000000',mips
b'0000868cda514224211062002b10c2000000033c000062ac0000888c0000043ce0ffbd272130000021380000000084240400a2ac1c00bfaf000068ac0000000c',mipsel
b'0001000000b800000000c3ba00000000eb1283c001eb05b80000000083f8027ef183c20183fa017eeeba00000000eb2cc7050000000001000000eb14488b0500',x86_64
b'0000812a0000552907f8912a0000812700002f890000419e000c3920fff991280000814800003c6000003d200000390000fb38a0000038c00000386300009109',powerpc
b'3091000040e050e08431910501f023e130e02150310901f0e0910000f09100005183408300c0019622ee3fef00c0309300002093000090930000809300004091',avr
b'40028330601fba603ffff601200092102000b610401bfa2640009010206440000000f62120000300000080a2200012800054c2006000c40040008400801d8528',sparc
b'0080a06000128000200300000005000000ba1060008810a000c400a000fa21200488102001c820800084102011c430e00005000000c400a00084103fe2090000',sparc
b'b0886d0000864a6efffe6f204a6efffc6e1a306efffc302efffe48c0243cffff80004c4028012002b0886e5e4a6efffe6e204a6efffc6f1a306efffe302efffc',m68k
b'4140280020f410002fa00e0020fc14002fa00c0020ec00803f240200e14314002fa01804e2471904e14700007da70040fb6a0104fb470100e14310004fa0a109',alphaev56
b'00013b8000003fe000003b3e00008379000c57a9103a394100087c69502e2f9d00017ca0002654a5f7fe7f85e8007ca0002654a5f7fe7c641b784bffff598139',powerpc
b'000000000000005c00000000460e10479a0249da0e000000005eb700001022000043b00000e1b300405b6b0000ba2700005ea70004ff470000bd231000de2301',alphaev56
b'0000900100143c600000910a000038a000008109000438c00000a8e90002386300008129000890ea0000910a0000912a00004cc6318248000001800100143860',powerpc
b'0000000000017a5200017810011b0c070890010000140000001c000000000000006c00000000440e1002670e08c7050000000047befe66c70500000000510dd9',x86_64
b'00483d000000000f95c3ba00000000488b34244889d7e864ffffff4889c7e812feffff4889c7e8c3fdffff29c30fbef3450fb6c54c89e1ba00000000bf734600',x86_64
b'4230380062ac4000a42400000d3c0000023c1000468c00000f3c1400b88d2a0002248d910b3cb80042ad1400a9252c00ee25524d6b250000193c0400228d6800',mipsel
b'4408ea2646000001fff900060a00fffff6fffffff6fffffff6ffffffff42b90000000023f9000000000000000010390000000049c023c00000000023fc0000ff',m68k
b'c3e5004082e5000082e5001082e51c1093e50c4083e5001082e50310a0e3004082e5001082e5001082e5183093e520009fe5003082e50020a0e30030a0e3feff',arm
b'002fe739e1309300002093000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf0fbe8dbf80',avr
b'003c020000ad2300042409ffb5ac4c00003c040000ac4a0000ac490000ac4300002403fff7ac430000240874e43405ffff3403cba30000382100003021248400',mips
b'80001080000f01000000050000008410a000c400800086103fffc6208000050000008410a000c40880008400a00186100002050000008410a000c62880000500',sparc
b'8cc30004912200088c6200008d05000c38420001ac6200008c820074aca700002442ffff0441fff6ac8200748cc500043c0800008ca300002507005430630001',mips
b'077f2466bc632000001022000061b0fcff7f20000061b000007d2400005eb700006320080063302300e373000061b0000042a00200e243000041b000405b6b00',alphaev56
b'80001601000000c207a04880a0601f1880001201000000c20fa04483286018853860188610207fc207a0488338c00180a080011480000901000000c20fa04483',sparc
b'20006806bd05c020006911610000c02000a806610000e951f941e0060082050072050192050200771180a801a08720809911807920920503f841e851d803c020',xtensa
b'0018000000000000005400000000460e10479a0247da0e000000005eb7000022b000405b6b0000ba2700005ea70004ff470000bd231000de230180fa6b0000fe',alphaev56
b'0082ac1800648cf84f023c0000033cf4c84234000082ac340062243400698c0400488c1400448c0800478c0c00468c1000438c0000023c00004aac000049ac00',mipsel
b'fff0808800083ce0000080c800103868003880a8000c90870000914700003947000090a7000090c7000038c800148086000038c6000c80a6fff880e6fffc7f86',powerpc
b'0045ac000043acc717033cac686324000043ac000043ac5000838c0000043c2138000000008424000043ac0000000c000000001c00bf8f211000000800e00320',mipsel
b'00c80e6000c20f6001b9292018f60f600289286010f20f60038811001c832ee0088210400482164001c220a000c620a000c20f6008c60f6009832860088210c0',sparc
b'000000ba77aef2ba77aef2ba77aef2ba77aef2ba77aef2ba77aef254000000540000005400000054000000540000005400000054000000540000005400000054',arm
b'23100c03481740514168277cf44046300004405040916807582700154000a6a1a0a4205817482700144000b5a120ab9320b393c60000a807b8172d0a3d0b1df0',xtensa
b'6094e5203094e5003093e5001093e50100a0e3feffffeb001086e5a4309fe5ff20a0e3002083e5002083e50320e0e3002083e50060a0e3006083e5082094e500',arm
b'00309300002093000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf0fbe8dbf80e090e008',avr
b'902220c020002908220c00202074c020002908c02000d908a20c02920c03220c0490907480ba01009911202074b0a920802211a09220220c05d1000020207490',xtensa
b'00014800448d0b8e0a8f09460ec00103010ecfcecd0e60000050423ff8a71a00011211a7c4fff158b0f060a74800ff144ba71800004310f0665820d206a7a800',s390
b'a0e14668a0e1046083e50820a0e3042083e530209fe5042083e52c209fe5082092e5042083e50020a0e30030a0e31c009fe5feffffeb0000a0e3f041bde81eff',arm
b'5d2400004220100043b401302040a23d2040f8ff5ff40104ff470500e0c310007e204206234020007e20200062b401302040a23d2040f9ff5ff400003d240000',alphaev56
b'50429a0a8f09410d0f0250cfda0c1e000020000000f40d000000000000ac01000000430ed002429a2a8f29410d0f0264cfda0c1e0020000000180e0000000000',alphaev56
b'00008c43000427bdffe08c4500042487000c8c83000cafbf001cacc700008ca900003c0800003c07000024e600043c050000ad090008306300ff24080001acc8',mips
b'2000c908c02000b908b29902a10000c02000b908b20906910000b0b074c02000b908c21a00b21901c0c0f4c02000c908c02000c80ac02000f81a00dc11f0c0f5',xtensa
b'41b000005d24000042280200e273000041b000005d24000042a00200e243000041b000005d240000422802f05f440200e243000041b005005f20000041b00000',alphaev56
b'f28099c09090749088c08088903b988089a38082218080608080f41b88980b808920890b810000c20800b10000880b0c39809920990b7cfb810000b908810000',xtensa
b'001000000000017a5200017c0e011b0c0f600000002000000018000000000000006000448d0b8e0a8f09460ec0017ecfcecd0e600000d0460de1a72800005840',s390
b'93000080930000809100009091000090930000809300008091000090e09093000080930000e0e0f0e08081992787fd9095909300008093000081819281909300',avr
b'b0ae00086d264aae00086c164aae000c6c10203c8000000090ae000cb0ae00086e0a202e0008d0ae000c6004202e00084e5e4e754e5600002f02202e0008222e',m68k
b'd122a79800004391f06558b0d11e1849a73800015820b0045810d11a0de1892000105850d1165810d112a7480000bf431014183a8a2000105810d10e0de15420',s390
b'd2fc7f106121610dd701710dd4112200e20dd1fc3272630cd50dd822210900e8e113e21b236224017132271042f98f12250228f4aff87028000000200000000c',sh4
b'66e070e000d0e82ff92fe050f0408081918190930000809300008281938190930000809300008481958190930000809300002f5f3f4f2330310501f420e030e0',avr
b'0000488b05000000000f855dffffff488b0500000000e951ffffff908b3d000000008d570183fafe8915000000000f8c28ffffff4883ec088915000000008905',x86_64
b'722121577221225222210bd2226222210ad2322122210b40090000e0264f0b000900600b08000000000000000000000000000000000000000400000037fc3ac2',sh4
b'05ff954f1852000018c020e0000900003f390000008610e0001f0000001b0000001900000017000000150000009210206290103febba1762ebb6102001881123',sparc
b'a50020006528218e4700543c0200002442000c9044000124020045afa200103406ffff00052c0000052c03000426000c00004c000000001220000383a3004410',mips
b'56e3091083e724a084e5ddffff1a015045e20130a0e3cfffffea000053e318608415385084150010a0e384009fe581c194e778209fe500c080e581c184e004c0',arm
b'210000c1b20000dd260000d6a21804024700005d240000fd261600f64300001d260000c1b21600f843000042a000007da700005eb71104ff470200e243000010',alphaev56
b'a123000c3c0200003c0900008d2a001c8c4200088c4b00008c4a00043c020000ac4b001024420010ac4a00043c020000ac4000383c020000ac4500008c85002c',mips
b'3c022b1c3c04000027bdffe03c0300003442ecb4000038210000302124840000ac620000afbf001cac6200000c000000000000008fbf001c0000102103e00008',mips
b'c00349c04480223900000000223900000000220002810000ffff760046434c413803c08323c00000000023fc660b01fa0000000020bc00000000223900000000',m68k
b'001080e90018b0090014392000059168000090880000912800003920006491280000392000019148000090e80000912800004cc6318248000001800100143860',powerpc
b'6003a20138a0e12338a0e11233a0e1493c23e2082094e500005ce1fb3023e2004082e5013003e00b20a0b31a10a0a30470e0e32a50d4e514819fe5053083e110',arm
b'00b7b000003d240000c1b21f04ff47000084a40c0022a000003d240500e5430000e4b700009d240c00e2b300001d260000c4a6000088a010001e210000633000',alphaev56
b'05000000c448a000c420600084102003c4206000070000008410e000c600e000c6206000c600a004c6206000c400a008c4206000070000008410e000c600e000',sparc
b'002093e5b4e0c3e1022084e1000052e308409305002083e5002084050120a0e3012082e2190052e3fcffff1a0020d1e510c081e5002081e50c0081e5eeffffea',arm
b'0f60018528a01086108004c40f60028528a00884108003c60f60038410c002c4206000c40f60048528a0188538a018c4206000c60f60058928e018c40f600685',sparc
b'206000c400a008c420600005000000c400a000c42060000526b5d08410a1c7c4206000c4206000921020009410200011000000400000009012200081c7e00891',sparc
b'ec10c644240ffc400fb6dfbefcffffffbf00000000e8ceffffff89de4889c7e840ffffff4889c7e8b0feffff4889c7e817feffff83f801400f9ec7400fb6ff41',x86_64
b'ef9093000080930000909300008093000081ea94e1909300008093000081e090e090930000809300008bec95ea90930000809300009093000080930000809100',avr
b'54c1660f2e05000000007607f20f1045f8eb0af20f1045f8f20f5c45f05dc3554889e5f20f1145f8f20f114df0f20f104df8f20f100500000000f20f59c8f20f',x86_64
b'00001439000000000c0200156300ff1e20790000000020104cdf007c4e5e4e754e56000048e73c00342e000a282e000c4280600252807202b2806cf84a790000',m68k
b'002442000c8c44002427bdffe0afbf001cac6400008c44002800003821ac6400048c42002c3c045a8bac6200083c0300008c6200002484060d24420001ac6200',mips
b'd20903c02000a24802a20904c02000d24803d20905c02000a24804a20906c02000d24805d20907c02000a24806a20908c02000d24807d20909c02000a24808a2',xtensa
b'02202e0008720323c100000000602450f9000000006008520113c1000000001239000000000c01001663ec528223c2000000002439000000007212b2826cd024',m68k
b'2787fd9095909300008093000086eb9ee390930000809300008fef9fef9093000080930000809100009091000090930000809300008eec90e090930000809300',avr
b'204000c600a004c6204000c600a008c6204000c400a00cc4204000070000008410e000c600e000c6204000c600a004c6204000c600a008c6204000c400a00c92',sparc
b'8a90b100008a8b9a88820800808074b10000c02000890b1b994600000c09a639dd1baaa63af5810000c020009808810000c020009908910000c020009809c020',xtensa
b'780a00c049c0448080b90000000023c0000000004e5e4e754e5600004ebaffd410390000000049c023c00000000023f9000000000000000042a742a748790000',m68k
b'6125d9903125d00b402904036b20d1126c01e423d00b409365036422daa265a156f36721d00b4024770364822f9365f5561ed00b40f65703648e681dd118840c',sh4
b'89e589f8668945fc0fb745fcf7d85dc3554889e589fa89f0668955fc668945f80fb755fc0fb745f801d05dc3554889e589fa89f0668955fc668945f80fb745fc',x86_64
b'4099e5000054e3f8ffff0a070054e10030a0830130a09304a8a0e1000054e34aa8a0e10a10a0e10000a0c30100a0d304308de5feffffebff2004e2012052e201',arm
b'1b0c070890010000140000001c000000000000006800000000440e1002630e08000031c0c70500000000ffffffffc7050000000089674050c70500000000bc73',x86_64
b'812a000480ea00087d293b78912a0004812a000c3d20000038c0fffc90c9000038c0000690c90000910900003900069191090000910900009109000091090000',powerpc
b'6662352a8b2365436666350389136233611232228be3620472e361cc711d53e0731143058b226113683d4800e719a009002263336601461d533b631f733b6363',sh4
b'b909820800e62802a0da20a10000810000c10000c02000982ae2a0fac02000e908980cc02000b908b81cc020009908982cc02000b908c020009908910000b100',xtensa
b'00001c0000005c0b0000000000007e00000000410e108602430d0602790c070800001c0000007c0b0000000000002e00000000410e108602430d06690c070800',x86_64
b'0e10630e08f8fffffff8fffffffffffffff8fffffff8fffffffffffffff8fffffff8ffffffc248c1e004488d88000000008b80000000008905000000008b4104',x86_64
b'369680e0e030f80701f4e0e0f0e080e090e0208131813093000020930000228133813093000020930000248135813093000020930000019636968330910501f4',avr
b'fc010000000000003900000000410e108602430d06740c07080000001c0000001c020000000000004b00000000410e108602430d0602460c070800001c000000',x86_64
b'30e080e090e0009701f4282f392f81e090e040910000509100004217530704f480e090e0282f392f0090000000c0220f331f0a9402f491e080e0232b01f490e0',avr
b'001480002901000000c207bff880a060001280000601000000c207bffc80a060001280002101000000c207bff080a060001480000a01000000c207bff080a060',sparc
b'27a400180c000000000000003c0200008c4300083c020000ac4300003c0300008c630004ac4300003c0300008c630000ac430000000010211840ffff24420001',mips
b'5f000c7d095396815f000c7d4851d67d2a485048000008813f00087d234b78397f002083ebfffc7d615b784e8000209421ffe093e1001c7c3f0b78907f000890',powerpc
b'00440e10038c010a0e08410b000000008b1500000000440fb605000000000fbe3d000000007407488b0d0000000089f183f1010a0ac70500000000000000000f',x86_64
b'b90000000083f9027ee889dfe8bffeffff48890500000000830500000000058b350000000083fe1075d6488b0500000000488b005bc3b800000000eb0383c001',x86_64
b'00f8ad000045ac0c006aad000043ac000043ac000043ac000043ac00004cac00004aac0000000c000000001c00bf8f211000000800e0032000bd270000023c10',mipsel
b'c000201000002100000000afc000241000001800000000afc000281000000f000000008fc300248fc20020006218218fc20028006210210002108027c3001800',mips
b'000080910000909100008e3e2fef920701f010920000109200000197909300008093000000c02091000030910000309300002093000020910000309100003093',avr
b'5dc3554889e5897dfc8975f88b45fc2b45f85dc3554889e5897dfc8975f88b45fc0faf45f85dc3554889e5897dfc8975f8837df800740f8b45fcba00000000f7',x86_64
b'000000017a5200017c0e011b0c0f600000002000000018000000000000004c00448d0b8e0a8f09460ec0016ecfcecd0e60000007f40707000000000000000000',s390
b'000fb618002fb618002fa4080020e410004fa418002fa41804e2471904e14700007da70040fb6a0104fb470100e0c310002fa40004e1471e04ef4700005ea708',alphaev56
b'126130317a62f0357a611a220b402365270032611ad41a0001c92a700c60033118d1290218d0126518d12223522100e5622174e6622100e62221315222213252',sh4
b'000000ffffffffffffffffffffffffffffffffffffffffffffffffa21cfe00000000000000000000000000feff6014010042240000023c3c0042241000a2af21',mipsel
b'000000fa0060008810600003000000fa206000c8012004c8206000c6206000c020a008c400a004c4206000c0206000921020009410200011000000b010200040',sparc
b'09a7c2007897c300782402002a1062ffb40000000097c2001c000216000002160303c0e8218fbf00748fbe007027bd007803e000080000000027bdffd0afbf00',mips
b'3908000880c8fffc7f87404090a9000090c90000409effe87c0802a69421fff03c60000038a0000038c000003863000090010014894a0038914900004cc63182',powerpc
b'8c4400008c420000ad600004ac860000ac46000024047c873c020000ac440000ac440000ac4300002403fff7ac4000003c040000ac430000240300ffac430000',mips
b'090041d10b41090041d11261136240d1222140d1126113623ed122213fd1126113623bd122213dd11261136239d122213cd11261136236d122213ad110611362',sh4
b'43000061b000004220040042a00200e243000041b000005d24000042a0000041b01104ff4700001d260000102200007da700405b6b0000ba270000bd230004ff',alphaev56
b'bd27251043001c00bfaf000082ac0000023c0400448c0000023c000043ac000044ac0000043c21300000213800000000000c000084241c00bf8f211000000800',mipsel
b'03000000c20060008403a0540300000010800029c42060008603a0588400c00286102009c630bff610800003820060018210200080a0600204bffff885286001',sparc
b'10001580a200140280000684102000c2062000c200400080a000018440200080a0801d168000038210001182102000822000018210401db408401aba077fff80',sparc
b'4230040062a00400629004006290e0ffbd270000033cff004230213000002138000000008424000062ac1c00bfaf0000000c000000001c00bf8f211000000800',mipsel
b'00488c200044ac0c00c28c240060acffff42240c00c2ac0000023c0000498c0000023c100040ac0000258d1e8b043c53b184342620a400e0ffbd271c00bfaf00',mipsel
b'e54e9dfcf09c0000000000000000ac4300003c0300008c6300003c050000ac4300003c0400008ca300008c8800043c04000027bdffe024630001000038210000',mips
b'264ff66ef669f6680b000900090000000000ffffff7fe62f224ff07ff36ee361087142215111e361d0716c117d11e361d0711d521c5123633823018b18212789',sh4
b'41b000005d24000061b0000042a00200e243000041b000005d24000042280200e273000041b000405b6b0000ba2700005ea70004ff470000bd231000de230180',alphaev56
b'048a44ea0e8348530e634a6407834813046a464506a3480700633e0504a4440000a33c0000b8a40700852c0000652c18f0a044440f8548c30665488414004703',alphaev56
b'000041b000005d24000082a0000081b000004220040042a0000041b0bd185f24842e4220000041b0000061b00000e1b341345f20000041b0b5285f20000041b0',alphaev56
b'e0000080e7000090e9000091090000810a000891090000810a000c91090000814a00109149000038a0000038c000003c600000386300004cc631824800000138',powerpc
b'00007607f30f1045fceb0af30f1045fcf30f5845f85dc3554889e5f30f1145fcf30f114df8f30f104dfcf30f100500000000f30f59c1f30f1055f8f30f100d00',x86_64
